"iteration","apparent_auc","test_auc"
121,0.684125949455452,0.688708013032337
122,0.690838839179396,0.673254707015473
123,0.679674450698763,0.687864189104712
124,0.689324110776761,0.673636112990952
125,0.672241656808677,0.690773941073103
126,0.677008743578403,0.685183971961986
127,0.685186560741476,0.67529128631383
128,0.686791119693032,0.677654147765445
129,0.679241917502787,0.684125777970763
130,0.676478614248425,0.678943738356288
131,0.674424194519221,0.684760521061891
132,0.684251801727569,0.680074337427279
133,0.677748283100872,0.686035050557197
134,0.688782668995777,0.680330768594031
135,0.690535624056677,0.671330636772449
136,0.684069325330734,0.688992401926337
137,0.683281663360627,0.690868350443843
138,0.69317182701769,0.672295152085446
139,0.689084897797548,0.674185107017194
140,0.689395492678593,0.666153811446748
141,0.688408381864705,0.679687913464835
142,0.672289317077305,0.691624009288707
143,0.672984250509542,0.699378128543207
144,0.686874840723751,0.673986252459159
145,0.681486564252662,0.685830615100117
146,0.675192735982991,0.694184566506497
147,0.685204457736677,0.676226344257486
148,0.696523552882125,0.66481958207183
149,0.694146700615371,0.675187677328023
150,0.685898265535992,0.683493341897868
151,0.682497334601837,0.679520449740216
152,0.69589993227526,0.657877128648214
153,0.678143100301469,0.688683436469988
154,0.685551685666327,0.685846481492591
155,0.690241990963487,0.666136576516759
156,0.686280058564346,0.679977235376107
157,0.67693335117773,0.699388162015071
158,0.680672681304162,0.678753235300854
159,0.680573258346002,0.681861722672847
160,0.68886507824924,0.668014200215605
161,0.687125669164882,0.682894856622667
162,0.679069409924924,0.690314517497031
163,0.671742667800718,0.692033826005387
164,0.682247820354263,0.685058086031013
165,0.683703981416374,0.680753052031211
166,0.677727168482505,0.694367235613296
167,0.685744935611364,0.682266913614761
168,0.692840374395948,0.67704252610135
169,0.674287615890954,0.689590077159551
170,0.679234920559862,0.689270262858453
171,0.679336802321641,0.688517845631489
172,0.691749398961574,0.674710973410683
173,0.688928357177966,0.670993087895293
174,0.685790682232309,0.678581232187694
175,0.685859218636356,0.681284907183212
176,0.687446387222794,0.680534561769716
177,0.680532901201964,0.687016095399846
178,0.680847758583392,0.692460526469797
179,0.681728735300829,0.681486439672838
180,0.67872883045557,0.67746086435473
181,0.685948329950478,0.670079817022129
182,0.684207600495177,0.68563287066826
183,0.676760034582434,0.683662535672118
184,0.692191442577677,0.668305571522439
185,0.680456480724051,0.686169652756544
186,0.690164241817798,0.668428959090882
187,0.678737304617941,0.685007063588144
188,0.68793333068191,0.67340685616689
189,0.68919814980687,0.674844070711137
190,0.699915882295567,0.668588510798458
191,0.694577108872135,0.674549916475287
192,0.684496910912459,0.681901970552474
193,0.690190851980118,0.675812457019354
194,0.672021557346411,0.694154986993827
195,0.680024365542344,0.689395577831586
196,0.686892412237454,0.678338542705238
197,0.679637074549099,0.686236818432952
198,0.677156546766157,0.69535014059737
199,0.682361383425339,0.68636974789916
200,0.681353971634847,0.684756248198625
